Term,Category,Reasoning,Original_Label,NLD
mudstone,Sedimentary Rock,"The NLD explicitly defines mudstone as a 'sedimentary rock' composed of mud-sized particles, which directly matches the definition of Sedimentary Rock.",ROCHA,A mudstone is a sedimentary rock that is composed predominantly of mud-sized particles (silt and clay) and lacks fissility.
ooids,Geological Object,"Ooids are described as individual, rigid, spheroidal carbonate grains formed by physicochemical precipitation, fitting the definition of a rigid entity with identity and unity generated by a geological process, similar to a crystal or nodule.",NAO_CONSOLID,"Ooids are spheroidal carbonate grains that are typically sand-sized, characterized by concentric laminae around a nucleus, and formed by physicochemical precipitation and accretion in agitated shallow marine environments."
bacia de campos,Geological Object,"The NLD describes a 'sedimentary basin' as a large-scale geological entity formed by geological processes, which aligns with the definition of a Geological Object.",BACIA,"A Bacia de Campos is a sedimentary basin that is located offshore the southeastern coast of Brazil, representing one of the most prolific oil and gas provinces in the country. It is characterized by significant Pre-Salt carbonate and Post-Salt clastic reservoirs, formed during the rifting and opening of the South Atlantic Ocean."
barremian-aptian,Geological Time Interval,The NLD explicitly states that Barremian-Aptian represents a specific geological time interval.,UNIDADE_CRONO,"The Barremian-Aptian is a chronostratigraphic unit that represents a specific geological time interval within the Early Cretaceous. It is particularly significant in the Brazilian Pre-Salt, encompassing the deposition of the main carbonate reservoir rocks. This period marks the transition from syn-rift to sag phases, characterized by widespread evaporite deposition in the Aptian."
mudstones,Sedimentary Rock,"The NLD explicitly defines mudstones as 'fine-grained sedimentary rocks' composed of 'clay and silt-sized particles', which directly matches the definition of Sedimentary Rock.",ROCHA,"Mudstones are fine-grained sedimentary rocks that are composed predominantly of clay and silt-sized particles, or carbonate mud (micrite), and lack fissility."
Espírito Santo,Geological Object,"The NLD describes the Espírito Santo Basin as a large-scale geological entity with a thick sedimentary infill, which fits the definition of a Geological Object.",BACIA,"The Espírito Santo Basin is a sedimentary basin that is located offshore the Brazilian states of Espírito Santo and southern Bahia, forming part of the Brazilian passive margin. It is characterized by a thick sedimentary infill, including significant Pre-Salt carbonate reservoirs, and is a prolific oil and gas province."
mounds,Mound Unit,"The NLD describes a mound as a carbonate structure and positive topographic feature, which aligns with the definition of a Mound Unit as a Depositional Unit with Mound Geometry.",ESTRUTURA_FISICA,"A mound is a carbonate structure that is a positive topographic feature, formed by the in-situ accumulation of carbonate material, often of microbial or biogenic origin, in lacustrine or marine environments."
Campos Basin,Geological Object,"The NLD describes the Campos Basin as a large-scale 'sedimentary basin' and 'petroleum province', which is a rigid geological entity formed by geological processes, fitting the definition of a Geological Object.",BACIA,"The Campos Basin is a sedimentary basin that is located offshore southeastern Brazil and is a major petroleum province, characterized by significant Pre-Salt and Post-Salt hydrocarbon accumulations."
Bacia de Campos,Sedimentary Geological Object,"The NLD describes the Campos Basin as a 'sedimentary basin,' which is a geological object constituted by sedimentary rock and sediment.",BACIA,"The Campos Basin is a sedimentary basin that is located offshore southeastern Brazil, along the continental margin, and constitutes a prolific petroleum province characterized by significant oil and gas production from both post-salt siliciclastic and pre-salt carbonate reservoirs."
Hauterivian,Geological Time Interval,The NLD explicitly defines Hauterivian as a chronostratigraphic unit representing an 'interval of geological time'.,UNIDADE_CRONO,"Hauterivian is a chronostratigraphic unit that represents a stage within the Early Cretaceous epoch, spanning the interval of geological time following the Valanginian Stage and preceding the Barremian Stage."
stones,Geological Object,"The NLD describes stones as rigid fragments of rock formed by geological processes, which directly matches the definition of a Geological Object as a rigid entity generated by a geological process.",ROCHA,"Stones are fragments of rock that are naturally occurring, typically ranging in size from pebbles to cobbles, and are formed through the breakdown of larger rock masses by geological processes such as weathering and erosion."
ostracods,object,"Ostracods are described as individual, bivalved crustaceans with a calcified carapace, fitting the BFO definition of an object as a causally unified material entity.",FOSSEIS,"Ostracods are a group of microfossils that represent small, bivalved crustaceans, characterized by a calcified carapace that completely encloses the body and is commonly preserved in sedimentary rocks. They are valuable for biostratigraphy and paleoenvironmental reconstruction in various aquatic settings, including the lacustrine and marine-influenced environments of the Brazilian Pre-Salt."
basalts,Rock,"The NLD explicitly defines basalts as 'mafic volcanic rocks', which directly aligns with the definition of 'Rock' in the GeoCore categories.",ROCHA,"Basalts are mafic volcanic rocks that are typically fine-grained and dark-colored, forming from the rapid cooling of lava at or near the Earth's surface, often associated with extensional tectonic settings and continental rifting."
siltstones,Sedimentary Rock,The NLD explicitly defines siltstones as a 'type of clastic sedimentary rock' composed of sedimentary grains.,ROCHA,"Siltstones are a type of clastic sedimentary rock that is predominantly composed of silt-sized particles, typically ranging from 0.0039 to 0.0625 mm in diameter. These particles are commonly quartz, feldspar, and clay minerals, formed by the lithification of silt."
Holocene,Geological Time Interval,"The NLD describes the Holocene as a 'geological epoch' extending over a specific duration, which aligns with the definition of a Geological Time Interval as a temporal region.",UNIDADE_CRONO,"The Holocene is a geological epoch that represents the current and most recent division of the Quaternary Period, extending from approximately 11,700 years ago to the present day."
framestones,Sedimentary Rock,"The NLD defines framestones as a type of boundstone, which is a category of sedimentary rock characterized by a rigid framework built by organisms.",ROCHA,"Framestones are a type of boundstone that is characterized by a rigid framework built by in-situ organisms, which act as primary framework builders."
alagoas,Geological Time Interval,"The NLD describes Alagoas as a 'chronostratigraphic stage that represents a specific interval of the Early Cretaceous,' which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"Alagoas is a chronostratigraphic stage that represents a specific interval of the Early Cretaceous, characterized by the deposition of syn-rift sequences in the Brazilian marginal basins, including the Pre-Salt succession."
limestones,Sedimentary Rock,The NLD explicitly defines limestones as 'sedimentary rocks' primarily composed of calcium carbonate.,ROCHA,"Limestones are sedimentary rocks that are primarily composed of calcium carbonate (CaCO3), typically in the form of the mineral calcite, and often contain skeletal fragments of marine organisms or other biogenic components."
3-brsa-1345-rjs,site,"The NLD describes a 'well' as a uniquely identified drilled entity, which aligns with BFO's 'site' category as a three-dimensional immaterial entity (a hole) whose boundaries coincide with surrounding material.",POÇO,"3-brsa-1345-rjs is a well that is uniquely identified by the Brazilian ANP (Agência Nacional do Petróleo, Gás Natural e Biocombustíveis) standard, drilled by Petrobras in the offshore Rio de Janeiro State, and designated as the 1345th well in its sequence within the basin."
anhydrite,Sedimentary Rock,"The NLD explicitly defines anhydrite as an 'evaporitic rock,' which is a type of sedimentary rock.",ROCHA,"Anhydrite is an evaporitic rock that is primarily composed of the mineral calcium sulfate (CaSO4), typically forming in restricted marine or lacustrine environments, and commonly occurring as interbeds, nodules, or cements within Pre-Salt carbonate successions, where it can act as a seal or impact reservoir quality."
Aptian,Sedimentary Geological Object,"The NLD describes Aptian as a 'chronostratigraphic unit that encompasses the rock succession deposited during the Aptian Age,' which refers to a geological object constituted by sedimentary rock.",UNIDADE_CRONO,"Aptian is a chronostratigraphic unit that encompasses the rock succession deposited during the Aptian Age, representing a subdivision of the Lower Cretaceous Series."
packstone,Sedimentary Rock,"The NLD defines packstone as a 'carbonate rock' with a 'grain-supported texture' and 'micrite (mud matrix)', which directly matches the definition of Sedimentary Rock.",ROCHA,"A packstone is a carbonate rock that is characterized by a grain-supported texture, where the grains are in contact, and the rock contains more than 10% micrite (mud matrix)."
lakes,object,"The NLD defines a lake as an 'ancient, relatively large, standing body of water,' which is a material entity manifesting causal unity, making it an object in BFO.",PALEOAMBIENTE,"A lake is a paleoenvironment that represents an ancient, relatively large, standing body of water, typically freshwater or brackish, enclosed by land, that is characterized by lacustrine sedimentation, including microbialites and other carbonate precipitates, within a continental setting."
phanerozoic,Geological Time Interval,"The NLD defines Phanerozoic as a 'geological eon' and 'interval of Earth's history,' which directly matches the definition of a Geological Time Interval as a temporal region within Global Geological Time.",UNIDADE_CRONO,"The Phanerozoic is a geological eon that represents the current and most recent interval of Earth's history, spanning from approximately 541 million years ago to the present. It is characterized by the widespread appearance and diversification of complex, multicellular life forms, particularly those with hard parts, which are abundantly preserved in the fossil record."
Cretaceous,Geological Time Interval,"The NLD describes Cretaceous as a 'geological period' spanning a specific time range, which directly matches the definition of a Geological Time Interval as a temporal region.",UNIDADE_CRONO,"The Cretaceous is a geological period and chronostratigraphic system that spans from approximately 145 to 66 million years ago, marking the final period of the Mesozoic Era. It is characterized by the deposition of significant carbonate successions, including those forming the prolific Pre-Salt reservoirs in the South Atlantic."
coquinas,Sedimentary Rock,The NLD explicitly defines coquina as a 'type of bioclastic sedimentary rock'.,ROCHA,"A coquina is a type of bioclastic sedimentary rock that is predominantly composed of whole or fragmented shells of bivalve mollusks, often with a minor matrix. In the Brazilian Pre-Salt, these rocks are typically lacustrine in origin and constitute significant carbonate reservoirs."
barite,Geological Object,"The NLD describes barite as a mineral, and 'a crystal' is explicitly listed as an example of a Geological Object in the GeoCore ontology.",MINERAIS,"Barite is a mineral that is composed of barium sulfate (BaSO4) and is characterized by its high specific gravity, typically around 4.5."
Eocene,Geological Time Interval,"The NLD describes Eocene as a geological epoch spanning a specific time range, which directly matches the definition of a Geological Time Interval as a temporal region within global geological time.",UNIDADE_CRONO,"The Eocene is a geological epoch that represents the second epoch of the Paleogene Period within the Cenozoic Era, spanning from approximately 56 to 33.9 million years ago, and is characterized by a warm global climate and the significant diversification of modern mammalian orders."
3-brsa-1172-rjs,object,"The term describes a 'well', which is a distinct, causally unified material entity created by human engineering, fitting the BFO definition of an object.",POÇO,"3-brsa-1172-rjs is a well that is uniquely identified by the ANP code 3-BRSA-1172-RJS, drilled by Petrobras in the Santos Basin offshore Brazil for hydrocarbon exploration and production, often targeting Pre-Salt carbonate reservoirs."
Jurassic,Geological Time Interval,"The NLD describes a geological period spanning a specific time range, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Jurassic Period is a geological period that spans from approximately 201.3 to 145 million years ago. It is the middle period of the Mesozoic Era, following the Triassic and preceding the Cretaceous, and is characterized by the dominance of dinosaurs and the initial rifting of the supercontinent Pangea."
rudstone,Sedimentary Rock,"The NLD defines rudstone as a carbonate rock characterized by grains, which directly matches the definition of a Sedimentary Rock.",ROCHA,A rudstone is a carbonate rock that is characterized by having more than 10% of its volume composed of grains larger than 2 mm (rudaceous grains) and exhibiting a grain-supported fabric.
silt,Earth Material,"The NLD describes silt as a 'clastic sediment particle' with specific grain size, which aligns with 'Earth Material' as a natural amount of solid matter.",NAO_CONSOLID,"Silt is a clastic sediment particle that is characterized by a grain size finer than sand and coarser than clay, typically ranging from 1/256 mm to 1/16 mm (4 to 8 phi) on the Wentworth scale."
faults,Geological Structure,"The NLD explicitly states that 'Faults are geological structures,' and 'fault' is listed as an example of a Geological Structure in the GeoCore definition.",ESTRUTURA_FISICA,"Faults are geological structures that are brittle fractures in rock along which there has been significant relative displacement of the rock masses on opposing sides. They are fundamental controls on fluid migration, trap formation, and reservoir compartmentalization within sedimentary basins."
Albian,Geological Time Interval,"The NLD describes Albian as a chronostratigraphic stage representing a specific interval of an epoch, which aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"Albian is a chronostratigraphic stage that represents the youngest interval of the Early Cretaceous epoch, spanning the time between the Aptian and Cenomanian stages."
Pleistocene,Geological Time Interval,"The NLD defines Pleistocene as a 'geological epoch' spanning a specific time range, which directly corresponds to a Temporal Region of finite dimension within Global Geological Time.",UNIDADE_CRONO,"The Pleistocene is a geological epoch that represents the first and longer of the two epochs of the Quaternary Period, spanning from approximately 2.58 million years ago to 11,700 years ago, and is characterized by significant global climatic fluctuations, including repeated glacial and interglacial cycles."
vugular,Sedimentary Structure,"The NLD defines 'vugular porosity' as a 'type of secondary pore structure' characterized by 'open, irregular cavities,' which directly aligns with the definition of a Sedimentary Structure as a 'pattern of the internal arrangement of Depositional Units.'",ESTRUTURA_FISICA,"Vugular porosity is a type of secondary pore structure that is characterized by the presence of vugs, which are open, irregular cavities typically larger than interparticle pores and often formed by dissolution."
micrite,Earth Material,"Micrite is described as a microcrystalline carbonate component and fine-grained matrix of limestones, fitting the definition of Earth Material as a natural amount of solid matter that provides its own identity but not unity criteria.",MINERAIS,"Micrite is a microcrystalline carbonate component that consists predominantly of calcite crystals less than 4 micrometers in diameter, forming the fine-grained matrix of limestones and often originating from the breakdown of skeletal material, direct precipitation, or microbial activity."
Neocomian,Geological Time Interval,"The NLD describes Neocomian as a chronostratigraphic unit representing a specific epoch and spanning a defined time range, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"Neocomian is a chronostratigraphic unit that represents the earliest part of the Early Cretaceous epoch. It encompasses the Berriasian, Valanginian, and Hauterivian stages, spanning from approximately 145 to 133 million years ago."
halite,Sedimentary Rock,"The NLD defines halite as an 'evaporite rock,' which is a specific type of Sedimentary Rock.",ROCHA,"Halite is an evaporite rock that is primarily composed of the mineral sodium chloride (NaCl), typically forming extensive bedded deposits."
faulting,Geological Structure,"The NLD explicitly defines 'faulting' as a 'geological structure' which is a brittle fracture, aligning with GeoCore's definition and example of a 'fault'.",ESTRUTURA_FISICA,Faulting is a geological structure that is a brittle fracture or zone of fractures in rock along which there has been significant relative displacement of the rock masses on either side. It results from brittle deformation and can compartmentalize reservoirs or provide pathways for fluid migration.
Aptian,Rock,"The NLD defines Aptian as a chronostratigraphic unit, which is a body of rock.",UNIDADE_CRONO,"Aptian is a chronostratigraphic unit that encompasses the rock succession deposited during the Aptian Age, representing a subdivision of the Lower Cretaceous Series."
Barra Velha,Depositional Unit,"The NLD describes the Barra Velha Formation as a 'lithostratigraphic unit' consisting of 'lacustrine microbial carbonates', which aligns with a Depositional Unit being a recognizable Sedimentary Geological Object.",UNIDADE_LITO,"The Barra Velha Formation is a lithostratigraphic unit that consists predominantly of lacustrine microbial carbonates, including stromatolites, thrombolites, and oncolites, deposited during the rift-to-sag transition phase of the South Atlantic opening."
lamination,Sedimentary Structure,"The NLD explicitly defines lamination as a 'primary sedimentary structure' and describes it as an internal arrangement of thin, parallel layers.",ESTRUTURA_FISICA,"Lamination is a primary sedimentary structure that consists of thin, parallel layers, typically less than 1 cm thick, which are distinguished by variations in grain size, composition, or fabric."
shrubstone,Rock,"The NLD explicitly defines 'shrubstone' as a 'microbialite rock,' which directly matches the GeoCore definition of 'Rock' as a solid consolidated Earth Material, potentially of biological origin.",ROCHA,"Shrubstone is a microbialite rock that is characterized by a branching, shrub-like growth morphology, formed by the in-situ precipitation of carbonate minerals mediated by microbial communities."
santos basin,Sedimentary Geological Object,"The NLD describes the Santos Basin as a 'sedimentary basin,' which is a large-scale geological object constituted by sedimentary rock and sediment.",BACIA,"The Santos Basin is a large offshore sedimentary basin that is located along the southeastern Brazilian continental margin, known for its significant hydrocarbon accumulations, particularly the prolific Pre-Salt carbonate reservoirs formed during the rifting and opening of the South Atlantic."
Parana,Geological Object,"The Paraná Basin is described as a large intracratonic sedimentary basin, which is a rigid entity formed by geological processes and contains various geological materials, fitting the definition of a Geological Object.",BACIA,"The Paraná Basin is a large intracratonic sedimentary basin that is located in the central-eastern part of South America, primarily within Brazil, Paraguay, Uruguay, and Argentina. It is characterized by a thick succession of Paleozoic to Mesozoic sedimentary and volcanic rocks. This basin is well-known for its extensive basaltic lava flows of the Serra Geral Formation and significant coal deposits."
limestones,Sedimentary Rock,"The NLD explicitly states that limestones are 'sedimentary rocks', which directly aligns with the definition of the Sedimentary Rock category.",ROCHA,"Limestones are sedimentary rocks that are predominantly composed of calcium carbonate (CaCO3), primarily formed from the accumulation of biogenic remains or by chemical precipitation."
Campos,Geological Object,"The NLD describes the Campos Basin as a large-scale geological entity formed by geological processes, fitting the definition of a Geological Object.",BACIA,"The Campos Basin is a sedimentary basin that is located offshore the southeastern Brazilian continental margin, representing one of Brazil's most prolific petroleum provinces. It is characterized by significant oil and gas accumulations in both Pre-Salt carbonate and Post-Salt siliciclastic reservoirs, formed during the Mesozoic rifting and opening of the South Atlantic."
grainstone,Sedimentary Rock,"The NLD defines grainstone as a 'carbonate rock' characterized by its grain-supported nature and composition, which directly aligns with the definition of a Sedimentary Rock.",ROCHA,"A grainstone is a carbonate rock that is characterized by being grain-supported, containing less than 10% mud matrix, and typically having its intergranular pores filled by sparry calcite cement."
ostracods,Geological Object,"Ostracods are described as 'fossil microcrustaceans' which are rigid entities with their own identity and unity, generated through biological and subsequent geological processes (fossilization), fitting the definition of a Geological Object.",FOSSEIS,Ostracods are fossil microcrustaceans that are characterized by a bivalved carapace and are widely used as biostratigraphic and paleoenvironmental indicators in sedimentary successions.
calcimudstones,Sedimentary Rock,"The NLD defines calcimudstone as a 'carbonate rock' primarily composed of 'micrite', which aligns with the definition of Sedimentary Rock as a rock constituted by sedimentary grains or particles.",ROCHA,"A calcimudstone is a carbonate rock that is mud-supported, containing less than 10% allochems, and primarily composed of micrite."
galena,Geological Object,"Galena is described as a mineral with a crystal system, and 'a crystal' is an explicit example of a Geological Object.",MINERAIS,"Galena is a mineral that is a lead sulfide (PbS) with an isometric crystal system. It typically exhibits a metallic luster, lead-gray color, and perfect cubic cleavage. Galena is the principal ore of lead and is commonly found in hydrothermal veins and sedimentary deposits."
Paleozoic,Geological Time Interval,"The NLD defines Paleozoic as a 'geological era that spans from approximately 541 to 252.2 million years ago,' which is a temporal region within global geological time.",UNIDADE_CRONO,"The Paleozoic is a geological era that spans from approximately 541 to 252.2 million years ago, following the Neoproterozoic and preceding the Mesozoic. It is characterized by the rapid diversification of marine life, the colonization of land by plants and animals, and the assembly of the supercontinent Pangea."
siltites,Sedimentary Rock,The NLD explicitly defines siltite as a 'sedimentary rock' primarily composed of 'silt-sized clastic particles'.,ROCHA,"A siltite is a sedimentary rock that is primarily composed of silt-sized clastic particles, typically ranging from 0.004 to 0.0625 mm in diameter, and is intermediate in grain size between sandstone and mudstone."
sergipe-alagoas,Sedimentary Geological Object,"The NLD describes the Sergipe-Alagoas Basin as a 'sedimentary basin,' which is a geological object constituted by sedimentary rock and sediment.",BACIA,"The Sergipe-Alagoas Basin is a sedimentary basin that is located along the northeastern coast of Brazil, formed during the Mesozoic rifting of Gondwana, and is a prolific petroleum province known for its marine siliciclastic and carbonate reservoirs."
micrite,Earth Material,"Micrite is described as a microcrystalline carbonate component and fine-grained matrix, which represents a natural, solid amount of matter generated by geological processes.",MINERAIS,"Micrite is a microcrystalline carbonate component that consists predominantly of calcite crystals less than 4 micrometers in diameter, forming the fine-grained matrix of limestones and often originating from the breakdown of skeletal material, direct precipitation, or microbial activity."
colluvial,site,"The NLD defines a 'colluvial paleoenvironment' as a 'depositional setting,' which is best classified as a site where specific geological processes and material accumulations occur.",PALEOAMBIENTE,"A colluvial paleoenvironment is a terrestrial depositional setting that is characterized by the accumulation of unconsolidated, poorly sorted, and angular sediments at the base of slopes, primarily transported by gravity-driven processes such as creep, solifluction, and sheetwash."
Devonian,Geological Time Interval,"The NLD describes Devonian as a 'geological period and chronostratigraphic system that spans from approximately 419.2 to 358.9 million years ago,' which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Devonian is a geological period and chronostratigraphic system that spans from approximately 419.2 to 358.9 million years ago. It is the fourth period of the Paleozoic Era, succeeding the Silurian and preceding the Carboniferous. This interval is characterized by the significant diversification of fish, earning it the moniker ""Age of Fish,"" and the initial widespread colonization of land by plants and arthropods."
Holkerian,Geological Time Interval,"The NLD describes Holkerian as a chronostratigraphic stage, which is a subdivision of geological time, directly matching the definition of a Geological Time Interval as a temporal region within global geological time.",UNIDADE_CRONO,Holkerian is a chronostratigraphic stage that represents a subdivision of the Visean Stage within the Mississippian Subperiod of the Carboniferous Period.
Valanginian,Geological Time Interval,"The term describes a chronostratigraphic unit spanning a specific duration, which aligns with the definition of a Geological Time Interval as a temporal region within global geological time.",UNIDADE_CRONO,"Valanginian is a chronostratigraphic unit that represents a subdivision of the Early Cretaceous Series, spanning from approximately 139.8 to 132.9 million years ago."
mudstone,Sedimentary Rock,"The NLD explicitly defines mudstone as a 'sedimentary rock' composed of mud-sized particles, which directly matches the definition of Sedimentary Rock in GeoReservoir.",ROCHA,A mudstone is a sedimentary rock that is composed predominantly of mud-sized particles (silt and clay) and lacks fissility.
silt,Sediment,"The NLD describes silt as 'unconsolidated grains' and a 'clastic sediment particle,' which directly matches the definition of Sediment as an 'Unconsolidated Earth Material constituted by some collection of sedimentary grains or particles'.",NAO_CONSOLID,"Silt is a clastic sediment particle that has a grain size finer than sand and coarser than clay. It typically ranges from 1/256 mm to 1/16 mm (4 to 8 phi) on the Wentworth scale, and is found as unconsolidated grains."
Cenozoic,Geological Time Interval,"The NLD describes the Cenozoic as a geological era spanning a specific duration, which aligns with the definition of a Geological Time Interval as a temporal region.",UNIDADE_CRONO,The Cenozoic is a geological era that spans from approximately 66 million years ago to the present day. It is characterized by the diversification of mammals and the formation of modern continental configurations.
bivalves,Geological Object,"The NLD describes bivalves as 'fossilized mollusk' and 'preserved remains', which fits the definition of a Geological Object as a rigid entity with identity and unity, generated by a geological process.",FOSSEIS,Bivalves are a type of fossilized mollusk that represents the preserved remains or traces of an aquatic invertebrate characterized by a body enclosed within two hinged shells (valves).
quaternary,Geological Time Interval,"The NLD defines Quaternary as a 'geological period' and 'interval of Earth's history', which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Quaternary is a geological period that represents the most recent interval of Earth's history, spanning from 2.58 million years ago to the present day. It is characterized by significant glacial-interglacial cycles, sea-level fluctuations, and the evolution and widespread dispersal of modern humans."
silica,Geological Object,"The NLD describes silica as a mineral occurring in crystalline forms, and 'a crystal' is explicitly listed as an example of a Geological Object.",MINERAIS,"Silica is a mineral that is composed of silicon dioxide (SiO2), occurring in various crystalline and amorphous forms, such as quartz, chalcedony, and opal."
faulting,Geological Structure,The NLD explicitly states that 'Faulting is a geological structure' and the GeoCore definition of Geological Structure includes 'fault' as an example.,ESTRUTURA_FISICA,Faulting is a geological structure that consists of a brittle fracture or a zone of fractures in rock along which there has been observable relative displacement of the rock masses on opposite sides.
deltas,Depositional System,The NLD explicitly defines deltas as 'depositional systems' formed by the discharge of clastic sediments.,PALEOAMBIENTE,"Deltas are paleoenvironments that represent depositional systems formed at the mouth of a river where it discharges clastic sediments into a standing body of water, characterized by the progradation of sedimentary facies. They typically comprise delta plain, delta front, and prodelta sub-environments, reflecting varying energy regimes and sediment accumulation rates."
3-brsa-1032-rjs,site,"The term describes a borehole, which is a three-dimensional immaterial entity (a hole) whose boundaries are determined by surrounding material, fitting the definition of a BFO site.",POÇO,"3-BRSA-1032-RJS is a well that is a specific borehole officially designated by the Brazilian National Agency of Petroleum, Natural Gas and Biofuels (ANP) and drilled by Petrobras in the offshore Rio de Janeiro area of Brazil."
mounds,Mound Unit,"The NLD describes 'mounds' as a 'carbonate buildup that forms a positive topographic relief', which directly aligns with the definition of a Mound Unit as a Depositional Unit having Mound Geometry.",ESTRUTURA_FISICA,"A mound is a carbonate buildup that forms a positive topographic relief on the seafloor, primarily composed of microbialites or other biogenic components, and often constitutes a significant reservoir facies in the Pre-Salt."
Pelotas Basin,Geological Object,"The NLD describes the Pelotas Basin as a large-scale geological entity formed by geological processes, which aligns with the definition of a Geological Object.",BACIA,"The Pelotas Basin is a sedimentary basin that is located offshore southern Brazil and Uruguay, formed during the Mesozoic breakup of Gondwana, and characterized by a thick rift-drift sedimentary package with potential for hydrocarbon accumulation."
mollusks,object,"The NLD describes mollusks as 'invertebrate animals' with a 'body' and 'shell', which are characteristics of a biological organism, fitting the BFO definition of an 'object' as a material entity manifesting causal unity.",FOSSEIS,"Mollusks are a diverse phylum of invertebrate animals that are characterized by a soft, unsegmented body, typically enclosed in a calcareous shell, and whose fossilized remains are common in marine and freshwater sedimentary rocks, including the carbonate reservoirs of the Brazilian Pre-Salt."
Cambrian,Geological Time Interval,"The NLD defines Cambrian as a 'geological period spanning from approximately 541 to 485.4 million years ago,' which directly matches the definition of a Geological Time Interval as a temporal region.",UNIDADE_CRONO,"The Cambrian is a geological period that represents the first period of the Paleozoic Era, spanning from approximately 541 to 485.4 million years ago. It is characterized by the ""Cambrian Explosion,"" a rapid diversification of most major animal phyla."
basalts,Rock,"The NLD explicitly defines basalts as 'mafic volcanic rocks', which directly corresponds to the GeoCore category 'Rock' as a solid, consolidated Earth Material.",ROCHA,"Basalts are mafic volcanic rocks that are typically fine-grained and dark-colored, forming from the rapid cooling of lava at or near the Earth's surface, often associated with extensional tectonic settings and continental rifting."
vugular,Sedimentary Structure,"The NLD defines 'vugular' as a 'type of physical structure within a rock' characterized by internal pores, which aligns with the definition of a Sedimentary Structure as an internal arrangement of depositional units.",ESTRUTURA_FISICA,"Vugular is a type of physical structure within a rock that is characterized by the presence of vugs, which are discrete, equant to irregular, commonly oversized pores formed by dissolution, often larger than interparticle pores. This pore type significantly contributes to reservoir storage capacity, particularly in carbonate systems like the Brazilian Pre-Salt."
claystones,Sedimentary Rock,The NLD explicitly defines claystones as a 'sedimentary rock'.,ROCHA,"Claystones are a sedimentary rock that is primarily composed of clay minerals and fine-grained detrital particles, typically lacking the fissility characteristic of shales."
claystones,Sedimentary Rock,The NLD explicitly defines claystones as a 'sedimentary rock' primarily composed of clay minerals and fine-grained detrital particles.,ROCHA,"Claystones are a sedimentary rock that is primarily composed of clay minerals and fine-grained detrital particles, typically lacking the fissility characteristic of shales."
Campos Basin,Geological Object,"The NLD describes the Campos Basin as a 'sedimentary basin' and 'petroleum province,' which is a large-scale, identifiable, rigid geological entity formed by geological processes, fitting the definition of a Geological Object.",BACIA,"The Campos Basin is a sedimentary basin that is located offshore southeastern Brazil and is a major petroleum province, characterized by significant Pre-Salt and Post-Salt hydrocarbon accumulations."
anhydrite,Sedimentary Rock,The NLD explicitly defines anhydrite as an 'evaporite rock' which is a type of sedimentary rock formed by precipitation.,ROCHA,"Anhydrite is an evaporite rock that is primarily composed of the mineral anhydrite (CaSO4). It forms through the precipitation of calcium sulfate from evaporating seawater or hypersaline brines, commonly occurring in evaporite sequences and as a diagenetic product."
lamination,Sedimentary Structure,"The NLD explicitly defines lamination as a 'primary sedimentary structure' that describes the internal arrangement of layers, which directly matches the definition of Sedimentary Structure.",ESTRUTURA_FISICA,"Lamination is a primary sedimentary structure that consists of thin, parallel or sub-parallel layers, typically less than 1 cm thick, formed by variations in sediment composition, grain size, or fabric."
arenites,Sedimentary Rock,"The NLD explicitly defines arenites as 'clastic sedimentary rocks,' which directly aligns with the definition of Sedimentary Rock.",ROCHA,Arenites are clastic sedimentary rocks that are characterized by a grain size predominantly within the sand range (0.0625 to 2 mm).
muscovite,Geological Object,"The NLD describes muscovite as a mineral, and minerals (crystals) are explicitly given as examples of Geological Objects in the GeoCore ontology.",MINERAIS,"Muscovite is a phyllosilicate mineral that belongs to the mica group, characterized by its perfect basal cleavage and flexible, elastic sheets. It is a potassium aluminum silicate hydroxide (KAl₂(AlSi₃O₁₀)(OH)₂) commonly found in igneous, metamorphic, and detrital sedimentary rocks."
grain,Geological Object,"A grain is defined as a 'discrete particle' and its examples (mineral crystals, rock fragments) are explicitly listed as instances of a Geological Object, which is a rigid entity with identity and unity.",ROCHA,"A grain is a discrete particle that constitutes the fundamental building block of a rock, typically comprising mineral crystals, rock fragments, or biogenic components."
Carboniferous,Geological Time Interval,"The NLD describes the Carboniferous as a chronostratigraphic unit spanning a specific duration, which directly matches the definition of a Geological Time Interval as a temporal region within global geological time.",UNIDADE_CRONO,"The Carboniferous is a chronostratigraphic unit that spans from approximately 358.9 to 298.9 million years ago, following the Devonian and preceding the Permian periods, and is globally recognized for its extensive coal swamp formation and the diversification of terrestrial vertebrates and plants."
carbonate mounds,Mound Unit,"The NLD describes a rock accumulation exhibiting mounded geometry, which directly corresponds to the definition of a Mound Unit as a Depositional Unit with Mound Geometry.",ROCHA,"A carbonate mound is a type of rock accumulation that is primarily composed of carbonate minerals, often formed by microbial activity (e.g., stromatolites, thrombolites) and early diagenetic cementation. It typically lacks a rigid framework and exhibits a mounded to columnar geometry, commonly found in lacustrine environments such as the Brazilian Pre-Salt."
